Player_ID,Age,Country,Studio_Region,Game_Title,Genre,Game_Mode,Platform,Device_Type,Sales_Channel,Game_Release_Year,Join_Date,Last_Login,Session_Start_Time,Session_End_Time,Daily_Playtime (mins),In_Game_Purchases ($),Units_Sold,Revenue_Generated ($),Membership_Tier,Favorite_Mode,Support_Tickets_Raised,Refund_Requested,Marketing_Source,Churned
P2295,45.0,Canada,Bangalore,Apex Legends,Adventure,Ranked,PC,Switch,App Store,2019,2021-07-22,2023-03-28,16:42:00,18:59:00,137,77.32,1,77.32,Premium,Team,2,No,Referral,Yes
P2296,44.0,Germany,Pune,Call of Duty,Strategy,Battle Royale,Mobile,Switch,PlayStation Store,2024,2022-03-28,2023-08-04,14:49:00,15:11:00,22,162.38,4,649.52,VIP,Ranked,0,No,Ads,Yes
P2297,,Canada,Hyderabad,Call of Duty,Adventure,Battle Royale,Console,Gaming PC,Company Website,2025,2020-05-19,2023-09-29,20:26:00,22:26:00,120,87.1,1,87.1,Free,,2,No,Referral,Yes
P2298,30.0,USA,Bangalore,Fortnite,Battle Royale,Battle Royale,Mobile,Switch,PlayStation Store,2022,2019-06-12,2020-04-03,14:46:00,16:53:00,127,194.39,5,971.95,Free,Team,0,No,In-Game Promo,Yes
P2299,14.0,India,Delhi,Apex Legends,Adventure,Zombies,Console,Xbox Series X,App Store,2022,2023-07-12,2023-11-12,16:18:00,16:39:00,21,123.36,2,246.72,Free,Team,0,No,YouTube,Yes
P2300,38.0,UK,Delhi,FIFA 24,Battle Royale,Team Deathmatch,PC,PlayStation 5,Company Website,2021,2024-06-28,2024-09-01,20:13:00,20:45:00,32,113.52,3,340.56,Premium,,0,No,In-Game Promo,Yes
P2301,34.0,UK,Chennai,Fortnite,Strategy,Battle Royale,Console,Switch,Company Website,2024,2021-12-12,2022-06-19,17:38:00,18:04:00,26,5.27,5,26.35,Free,Solo,2,No,YouTube,Yes
P2302,34.0,India,Kolkata,Minecraft,Battle Royale,Solo,Console,Switch,App Store,2024,2024-05-24,2024-08-04,13:34:00,16:06:00,152,45.74,1,45.74,Free,Solo,4,Yes,Ads,Yes
P2303,29.0,UK,Pune,Apex Legends,Strategy,Zombies,Console,Switch,Company Website,2022,2021-03-21,2022-01-19,19:05:00,19:49:00,44,52.14,5,260.7,Free,Ranked,0,No,YouTube,Yes
P2304,26.0,India,Hyderabad,Minecraft,FPS,Solo,PC,Android Tablet,App Store,2022,2021-09-25,2024-03-15,23:41:00,01:47:00,-1314,,5,424.95,Free,Ranked,1,No,YouTube,Yes
P2305,45.0,India,Bangalore,Call of Duty,Strategy,Ranked,Console,Xbox,Steam,2022,2021-04-24,2024-07-29,10:20:00,10:58:00,38,187.66,3,562.98,Free,Team,1,No,Referral,Yes
P2306,19.0,India,Delhi,PUBG,FPS,Ranked,Console,PS5,Steam,2024,2024-11-18,2025-02-07,21:19:00,22:06:00,47,66.13,4,264.52,Premium,Team,1,No,Ads,Yes
P2307,22.0,Germany,Chennai,Minecraft,,Battle Royale,Mobile,PS5,App Store,2022,2021-01-04,2024-12-21,14:00:00,15:58:00,118,6.65,2,13.3,Free,Solo,4,Yes,Influencer,Yes
P2308,34.0,Canada,Kolkata,FIFA 24,Strategy,Zombies,Mobile,iPhone 14,PlayStation Store,2020,2022-03-26,2022-10-07,11:18:00,12:12:00,54,5.46,4,21.84,Free,Solo,0,No,YouTube,Yes
P2309,33.0,Canada,Chennai,PUBG,Battle Royale,Zombies,PC,Gaming PC,Company Website,2021,2021-04-22,2025-06-15,12:08:00,12:57:00,49,170.58,3,511.74,Free,Team,0,No,In-Game Promo,No
P2310,,USA,Kolkata,Fortnite,FPS,Solo,Console,Xbox,Steam,2019,2019-07-09,2020-05-13,11:48:00,12:56:00,68,51.21,3,153.63,Free,Ranked,0,No,Referral,Yes
P2311,24.0,UK,Hyderabad,PUBG,Survival,Zombies,PC,Xbox,PlayStation Store,2022,2022-10-06,2025-02-04,21:43:00,23:10:00,87,66.65,2,133.3,Free,Ranked,0,No,YouTube,Yes
P2312,41.0,Germany,Bangalore,Fortnite,Sports,Ranked,Mobile,Gaming PC,Company Website,2021,2022-01-01,2022-12-23,09:46:00,12:30:00,164,190.15,2,380.3,Free,Team,1,No,Influencer,Yes
P2313,28.0,UK,Kolkata,PUBG,Adventure,Solo,PC,Android Tablet,Company Website,2021,2022-12-30,2024-02-17,10:21:00,11:21:00,60,199.46,4,797.84,Free,Team,1,No,Ads,Yes
P2314,30.0,Germany,Delhi,Fortnite,Sports,Battle Royale,Mobile,Android Tablet,Steam,2024,2023-09-02,2024-07-05,11:17:00,13:33:00,136,156.55,3,469.65,Free,Team,2,No,YouTube,Yes
P2315,,UK,Delhi,FIFA 24,Survival,Team Deathmatch,Mobile,iPhone 14,PlayStation Store,2023,2021-05-03,2024-06-25,21:08:00,00:05:00,-1263,176.14,5,880.7,Premium,,2,No,Referral,Yes
P2316,31.0,USA,Kolkata,Apex Legends,Survival,Ranked,PC,iPhone 14,Steam,2023,2024-04-28,2024-06-08,13:41:00,15:53:00,132,172.68,4,690.72,VIP,Ranked,1,No,Referral,Yes
P2317,33.0,UK,Hyderabad,Minecraft,Sports,Team Deathmatch,Mobile,iPhone 14,Company Website,2021,2019-04-18,2023-12-04,11:25:00,13:57:00,152,29.42,5,147.1,Free,Ranked,0,No,In-Game Promo,Yes
P2318,17.0,Germany,Bangalore,FIFA 24,Battle Royale,Ranked,PC,PS5,Company Website,2021,2024-03-06,2024-04-20,08:15:00,08:35:00,20,,2,198.84,Free,Team,0,No,Referral,Yes
P2319,13.0,India,Pune,PUBG,Adventure,Team Deathmatch,Console,,Steam,2020,2023-05-03,2025-05-21,16:36:00,17:44:00,68,23.56,1,23.56,VIP,,2,No,In-Game Promo,No
P2320,32.0,Germany,Delhi,Fortnite,Sports,Solo,PC,Switch,PlayStation Store,2024,2022-04-29,2024-04-03,20:13:00,21:16:00,63,119.57,4,478.28,Free,Ranked,3,Yes,In-Game Promo,Yes
P2321,,India,Hyderabad,Apex Legends,,Solo,Mobile,Switch,Steam,2019,2021-01-13,2024-08-19,21:44:00,23:37:00,113,143.72,5,718.6,Free,Ranked,0,No,Ads,Yes
P2322,39.0,Canada,Chennai,Fortnite,,Solo,PC,Android Tablet,Steam,2018,2020-03-05,2022-05-11,11:10:00,12:54:00,104,157.05,5,785.25,Free,Team,2,No,Referral,Yes
P2323,,Canada,Chennai,Call of Duty,FPS,Battle Royale,PC,Xbox,App Store,2022,2021-06-01,2024-02-01,21:53:00,00:11:00,-1302,131.36,2,262.72,VIP,Team,1,No,Ads,Yes
P2324,31.0,India,Chennai,PUBG,,Solo,PC,Switch,Steam,2019,2023-11-14,2025-04-02,14:02:00,14:35:00,33,198.8,5,994.0,Free,,0,No,YouTube,Yes
P2325,18.0,India,Bangalore,FIFA 24,Strategy,Battle Royale,PC,Xbox,Company Website,2024,2020-05-02,2022-08-07,09:47:00,10:20:00,33,175.23,5,876.15,Free,Team,0,No,Referral,Yes
P2326,29.0,,Kolkata,FIFA 24,Sports,Ranked,Console,Xbox,Steam,2021,2022-07-31,2023-09-08,10:27:00,10:57:00,30,139.07,5,695.35,VIP,Solo,0,No,In-Game Promo,Yes
P2327,19.0,USA,Chennai,Apex Legends,FPS,Zombies,Console,Gaming PC,Steam,2019,2024-07-22,2024-09-19,14:56:00,15:45:00,49,156.54 USD,1,156.54,Premium,Team,3,Yes,Ads,Yes
P2328,21.0,UK,Delhi,Minecraft,,Battle Royale,Mobile,Android Tablet,Steam,2022,2020-01-12,2020-09-12,12:53:00,15:24:00,151,nan USD,3,275.64,Free,Team,3,Yes,Ads,Yes
P2329,26.0,Germany,Delhi,PUBG,Sports,Team Deathmatch,Console,iPhone 14,Company Website,2021,2019-10-21,2022-06-25,10:02:00,13:00:00,178,99.86,5,499.3,VIP,Ranked,4,Yes,Ads,Yes
P2330,31.0,USA,Hyderabad,Minecraft,Battle Royale,Zombies,Console,iPhone 14,Steam,2019,2021-08-30,2022-02-14,18:13:00,19:52:00,99,,5,51.4,Premium,Ranked,0,No,Ads,Yes
P2331,39.0,Brazil,Pune,FIFA 24,Sports,Battle Royale,Console,Xbox Series X,Company Website,2022,2019-11-04,2019-11-12,12:40:00,14:28:00,108,56.6 USD,1,56.6,VIP,Team,1,No,In-Game Promo,Yes
P2332,30.0,Brazil,Chennai,FIFA 24,Survival,Team Deathmatch,Mobile,iPhone 14,PlayStation Store,2018,2019-05-06,2023-06-26,11:37:00,14:32:00,175,140.15,3,420.45,Free,Team,3,Yes,Influencer,Yes
P2333,26.0,UK,Pune,PUBG,Sports,Battle Royale,PC,Gaming PC,Steam,2025,2020-10-01,2022-12-08,20:08:00,21:55:00,107,81.02,1,81.02,Free,Solo,0,No,Ads,Yes
P2334,18.0,UK,Kolkata,FIFA 24,FPS,Battle Royale,PC,Gaming PC,Company Website,2020,2021-12-03,2022-02-23,22:49:00,23:30:00,41,175.39,1,175.39,VIP,Team,0,No,In-Game Promo,Yes
P2335,,Canada,Pune,Call of Duty,Survival,Battle Royale,Mobile,Xbox,Steam,2025,2023-07-28,2024-01-16,14:32:00,15:15:00,43,24.34,2,48.68,Free,,1,No,Referral,Yes
P2336,24.0,Brazil,Hyderabad,FIFA 24,FPS,Ranked,Console,Gaming PC,App Store,2020,2024-11-24,2025-01-12,19:38:00,22:24:00,166,119.1,1,119.1,Free,,0,No,In-Game Promo,Yes
P2337,30.0,,Chennai,Call of Duty,Battle Royale,Solo,PC,Switch,Steam,2021,2022-11-22,2024-10-05,08:52:00,10:27:00,95,38.85,4,155.4,VIP,,2,No,In-Game Promo,Yes
P2338,21.0,India,Delhi,FIFA 24,,Solo,Console,Android Tablet,Steam,2025,2024-11-17,2025-01-17,08:08:00,10:41:00,153,3.44,1,3.44,Free,Team,0,No,YouTube,Yes
P2339,34.0,USA,Pune,Call of Duty,Adventure,Solo,PC,Android Tablet,Steam,2022,2022-03-25,2024-11-10,21:51:00,00:02:00,-1309,57.57,2,115.14,Premium,Solo,0,No,In-Game Promo,Yes
P2340,27.0,India,Delhi,Fortnite,Sports,Team Deathmatch,Mobile,Switch,Steam,2021,2024-03-18,2024-12-28,11:42:00,12:34:00,52,19.47,5,97.35,Premium,Ranked,0,No,Referral,Yes
P2341,38.0,Brazil,Chennai,Call of Duty,Sports,Solo,Mobile,iPhone 14,App Store,2025,2023-03-05,2024-10-31,17:44:00,18:04:00,20,108.95,3,326.85,Free,Ranked,0,No,Influencer,Yes
P2342,40.0,Brazil,Kolkata,Call of Duty,Strategy,Solo,Console,Xbox Series X,Company Website,2018,2023-03-26,2023-06-02,09:24:00,11:03:00,99,84.08,2,168.16,Free,Team,0,No,Ads,Yes
P2343,18.0,Germany,Pune,Fortnite,Survival,Team Deathmatch,PC,Xbox Series X,Company Website,2019,2022-05-09,2025-06-12,09:08:00,10:54:00,106,43.99,1,43.99,Premium,Solo,0,No,Influencer,No
P2344,23.0,Canada,Chennai,Apex Legends,Sports,Solo,Console,Gaming PC,Company Website,2020,2022-08-16,2022-09-03,17:43:00,18:45:00,62,,2,96.16,VIP,Solo,0,No,In-Game Promo,Yes
P2345,13.0,India,Pune,Call of Duty,Survival,Battle Royale,Console,Ps5,App Store,2023,2021-10-07,2023-12-31,11:20:00,13:51:00,151,67.61,4,270.44,Free,Ranked,3,Yes,Influencer,Yes
P2346,24.0,Germany,Chennai,Apex Legends,,Battle Royale,Console,xbox,App Store,2025,2019-09-09,2022-05-15,14:14:00,15:05:00,51,124.12,3,372.36,Premium,Team,0,No,Referral,Yes
P2347,18.0,UK,Kolkata,PUBG,,Ranked,Console,Xbox Series X,Steam,2022,2019-03-24,2020-10-16,21:25:00,22:27:00,62,180.96,5,904.8,Premium,Team,0,No,Influencer,Yes
P2348,31.0,USA,Chennai,Fortnite,Battle Royale,Zombies,Console,PS5,Company Website,2025,2020-12-25,2021-08-26,19:43:00,20:59:00,76,118.07,4,472.28,Free,,0,No,Ads,Yes
P2349,38.0,USA,Hyderabad,FIFA 24,FPS,Battle Royale,PC,Xbox Series X,PlayStation Store,2018,2022-05-22,2025-05-14,19:00:00,20:02:00,62,30.24,4,120.96,Free,,0,No,In-Game Promo,No
P2350,28.0,Canada,Hyderabad,Fortnite,Sports,Ranked,PC,Gaming PC,Company Website,2019,2019-09-11,2019-09-19,09:41:00,10:01:00,20,36.76,5,183.8,Premium,Team,0,No,Referral,Yes
P2351,,UK,Delhi,Minecraft,Strategy,Solo,Mobile,Gaming PC,Steam,2023,2022-12-20,2024-08-25,17:00:00,19:10:00,130,115.87,5,579.35,Premium,Solo,0,No,YouTube,Yes
P2352,35.0,Canada,Hyderabad,Fortnite,Strategy,Battle Royale,PC,Gaming PC,Company Website,2025,2019-11-06,2023-01-15,18:24:00,19:53:00,89,88.22,3,264.66,Premium,Team,0,No,Ads,Yes
P2353,31.0,UK,Hyderabad,Minecraft,Adventure,Zombies,PC,Switch,Company Website,2025,2023-10-19,2024-12-22,21:21:00,21:50:00,29,68.92,4,275.68,Premium,Team,0,No,Ads,Yes
P2354,,Brazil,Bangalore,Minecraft,Strategy,Solo,Console,Android Tablet,Steam,2024,2019-10-31,2020-07-02,12:08:00,13:25:00,77,13.85,1,13.85,Free,Ranked,1,No,Influencer,Yes
P2355,14.0,Germany,Kolkata,Apex Legends,Strategy,Team Deathmatch,PC,iPhone 14,PlayStation Store,2020,2020-09-11,2021-10-22,23:07:00,01:40:00,-1287,71.15,2,142.3,Free,Solo,0,No,In-Game Promo,Yes
P2356,31.0,Canada,Chennai,FIFA 24,Survival,Battle Royale,Console,Ps5,Steam,2022,2020-09-15,2024-02-08,17:12:00,17:32:00,20,8.01,2,16.02,Free,Team,2,No,Referral,Yes
P2357,22.0,USA,Kolkata,Minecraft,FPS,Battle Royale,PC,iPhone 14,Company Website,2023,2024-08-19,2025-03-01,20:39:00,21:47:00,68,25.36,4,101.44,Premium,,2,No,Ads,Yes
P2358,44.0,,Chennai,Fortnite,Strategy,Team Deathmatch,Console,iPhone 14,Steam,2023,2021-05-11,2024-04-17,12:02:00,12:41:00,39,19.67,3,59.01,Premium,Solo,2,No,YouTube,Yes
P2359,23.0,Canada,Delhi,Apex Legends,Sports,Battle Royale,Console,Gaming PC,PlayStation Store,2023,2019-09-18,2021-05-01,23:11:00,00:37:00,-1354,63.18,3,189.54,Free,Solo,0,No,YouTube,Yes
P2360,38.0,UK,Delhi,PUBG,Survival,Team Deathmatch,Console,Android Tablet,Company Website,2022,2023-10-11,2024-03-22,13:17:00,15:59:00,162,57.6,3,172.8,Premium,Solo,0,No,Referral,Yes
P2361,33.0,India,Delhi,PUBG,Battle Royale,Ranked,Console,,Company Website,2023,2020-03-25,2021-01-11,09:55:00,11:57:00,122,153.18 USD,4,612.72,VIP,Ranked,0,No,In-Game Promo,Yes
P2362,,Canada,Pune,Minecraft,FPS,Ranked,Console,Android Tablet,PlayStation Store,2022,2022-01-08,2022-10-18,10:08:00,12:50:00,162,22.05,4,88.2,VIP,Ranked,0,No,Ads,Yes
P2363,24.0,USA,Hyderabad,FIFA 24,Survival,Team Deathmatch,Mobile,Switch,Steam,2022,2022-11-13,2024-03-31,22:54:00,23:44:00,50,74.72,5,373.6,Free,Ranked,0,No,Ads,Yes
P2364,26.0,USA,Kolkata,PUBG,Adventure,Battle Royale,PC,,Company Website,2020,2021-09-22,2022-10-22,22:41:00,23:35:00,54,,5,693.4,Premium,Team,0,No,Influencer,Yes
P2365,44.0,Germany,Kolkata,Apex Legends,FPS,Team Deathmatch,PC,Gaming PC,PlayStation Store,2020,2024-10-31,2025-02-17,14:00:00,14:43:00,43,13.47,2,26.94,VIP,Solo,0,No,Ads,Yes
P2366,31.0,Brazil,Pune,Fortnite,Survival,Solo,Mobile,Xbox Series X,PlayStation Store,2021,2023-09-29,2025-01-03,20:01:00,22:26:00,145,33.28,5,166.4,Premium,Team,2,No,Ads,Yes
P2367,26.0,Germany,Bangalore,FIFA 24,Strategy,Solo,Mobile,iPhone 14,Company Website,2020,2019-04-09,2023-06-04,21:17:00,23:57:00,160,143.04,1,143.04,Free,Solo,0,No,In-Game Promo,Yes
P2368,36.0,India,Chennai,Fortnite,Sports,Zombies,Mobile,Ps5,Steam,2019,2022-09-21,2023-07-16,20:07:00,22:23:00,136,69.0,5,345.0,Premium,Ranked,1,No,In-Game Promo,Yes
P2369,16.0,,Chennai,Minecraft,Adventure,Ranked,Mobile,Switch,Steam,2022,2021-11-11,2025-06-09,10:03:00,11:30:00,87,12.29,2,24.58,Free,Team,0,No,In-Game Promo,No
P2370,34.0,India,Kolkata,Fortnite,Sports,Battle Royale,Mobile,Switch,Steam,2022,2024-10-10,2025-01-29,23:19:00,01:31:00,-1308,,5,319.7,Free,Solo,1,No,Ads,Yes
P2371,19.0,,Chennai,FIFA 24,Survival,Solo,Console,PS5,Company Website,2025,2021-12-10,2022-02-21,10:59:00,13:49:00,170,7.44,4,29.76,Premium,Ranked,0,No,In-Game Promo,Yes
P2372,26.0,Germany,Kolkata,Call of Duty,Survival,Zombies,PC,iPhone 14,Company Website,2024,2024-10-20,2025-06-27,21:07:00,21:43:00,36,113.75,4,455.0,Premium,Team,0,No,In-Game Promo,No
P2373,25.0,Canada,Hyderabad,Fortnite,Survival,Zombies,Console,,App Store,2018,2022-09-25,2025-06-13,14:23:00,15:26:00,63,51.12,5,255.6,Free,Team,0,No,Influencer,No
P2374,,Brazil,Pune,Fortnite,Sports,Battle Royale,PC,,PlayStation Store,2022,2020-10-14,2022-12-17,20:42:00,21:33:00,51,18.85,4,75.4,Free,Solo,0,No,YouTube,Yes
P2375,30.0,Germany,Delhi,PUBG,Survival,Ranked,PC,PS5,PlayStation Store,2018,2020-09-13,2025-02-14,18:13:00,19:08:00,55,180.19,4,720.76,Free,Team,0,No,In-Game Promo,Yes
P2376,27.0,UK,Pune,Call of Duty,Strategy,Solo,Mobile,Switch,Steam,2020,2022-08-03,2023-04-17,19:19:00,21:23:00,124,21.3,2,42.6,Free,Ranked,0,No,Referral,Yes
P2377,13.0,Brazil,Chennai,Apex Legends,Battle Royale,Zombies,Mobile,Gaming PC,PlayStation Store,2020,2024-06-04,2025-02-02,23:29:00,00:13:00,-1396,24.17 USD,5,120.85,Free,Team,0,No,Influencer,Yes
P2378,45.0,Germany,Hyderabad,Call of Duty,Adventure,Zombies,PC,Gaming PC,Steam,2020,2019-10-27,2020-05-10,12:45:00,14:11:00,86,28.16,3,84.48,Premium,Team,0,No,Ads,Yes
P2379,35.0,Canada,Kolkata,Apex Legends,Strategy,Team Deathmatch,Console,PS5,Company Website,2019,2024-04-28,2024-06-22,20:23:00,23:14:00,171,86.9,4,347.6,Free,,0,No,Ads,Yes
P2380,37.0,Brazil,Hyderabad,Fortnite,Sports,Solo,PC,PS5,App Store,2020,2020-10-23,2025-06-06,17:08:00,19:00:00,112,136.43,3,409.29,Free,Team,1,No,Referral,No
P2381,21.0,India,Chennai,Call of Duty,Sports,Battle Royale,Mobile,Switch,Steam,2025,2019-03-29,2023-04-19,17:30:00,18:47:00,77,84.27,1,84.27,Free,Ranked,1,No,Ads,Yes
P2382,34.0,India,Kolkata,Minecraft,FPS,Zombies,PC,Gaming PC,PlayStation Store,2024,2019-02-06,2019-06-11,09:08:00,11:05:00,117,69.73,5,348.65,Premium,Ranked,0,No,Influencer,Yes
P2383,,,Delhi,PUBG,Battle Royale,Battle Royale,Console,,PlayStation Store,2023,2024-07-08,2024-08-22,13:06:00,14:33:00,87,114.09,4,456.36,Premium,Team,0,No,In-Game Promo,Yes
P2384,39.0,Canada,Delhi,FIFA 24,Strategy,Battle Royale,PC,Ps5,PlayStation Store,2019,2024-07-19,2024-09-28,21:27:00,23:15:00,108,29.25,5,146.25,Free,Team,1,No,YouTube,Yes
P2385,23.0,Canada,Delhi,Minecraft,Battle Royale,Solo,PC,,Steam,2020,2019-03-27,2025-05-10,20:42:00,21:09:00,27,17.27,4,69.08,Premium,Team,0,No,Ads,No
P2386,34.0,UK,Hyderabad,Fortnite,Survival,Zombies,Console,,PlayStation Store,2018,2021-03-22,2022-07-15,18:57:00,20:59:00,122,169.0,2,338.0,Free,Ranked,2,No,Referral,Yes
P2387,13.0,India,Bangalore,Call of Duty,Strategy,Zombies,Mobile,PS5,PlayStation Store,2019,2023-12-22,2025-06-07,11:46:00,12:01:00,15,161.91,3,485.73,VIP,Ranked,4,Yes,Referral,No
P2388,27.0,UK,Kolkata,FIFA 24,FPS,Solo,Mobile,,PlayStation Store,2018,2021-07-31,2021-11-09,16:45:00,17:56:00,71,126.67,4,506.68,Free,Solo,2,No,Influencer,Yes
P2389,23.0,Brazil,Kolkata,Call of Duty,Adventure,Zombies,PC,Xbox Series X,Company Website,2019,2022-11-29,2025-04-20,17:49:00,20:01:00,132,,3,536.49,Premium,Solo,3,Yes,Referral,Yes
P2390,17.0,India,Bangalore,FIFA 24,Strategy,Ranked,PC,Switch,PlayStation Store,2018,2023-11-08,2025-03-31,14:38:00,16:47:00,129,123.75,3,371.25,VIP,Solo,1,No,Ads,Yes
P2391,32.0,USA,Kolkata,Apex Legends,,Battle Royale,Console,Gaming PC,App Store,2018,2020-03-01,2022-06-09,23:27:00,01:44:00,-1303,138.02,1,138.02,Premium,,0,No,Referral,Yes
P2392,26.0,Germany,Hyderabad,Apex Legends,Adventure,Ranked,Mobile,,App Store,2018,2019-12-26,2024-01-26,20:56:00,23:54:00,178,32.29,4,129.16,Free,Solo,0,No,Influencer,Yes
P2393,,Germany,Chennai,Minecraft,Adventure,Zombies,Mobile,Switch,PlayStation Store,2025,2023-06-15,2023-09-10,20:52:00,22:30:00,98,33.8,5,169.0,VIP,Ranked,1,No,In-Game Promo,Yes
P2394,13.0,Germany,Pune,PUBG,Adventure,Battle Royale,Console,Android Tablet,Steam,2020,2022-08-17,2024-07-16,23:30:00,01:44:00,-1306,30.46,3,91.38,VIP,Team,0,No,Ads,Yes
P2395,25.0,Brazil,Pune,Minecraft,Adventure,Zombies,Console,PS5,Steam,2022,2020-05-26,2024-09-25,22:06:00,00:00:00,-1326,65.93,5,329.65,Premium,Ranked,0,No,Referral,Yes
P2396,35.0,Germany,Pune,Call of Duty,,Ranked,Console,PS5,Steam,2022,2024-11-22,2025-03-11,09:03:00,10:50:00,107,154.77,1,154.77,Premium,Solo,0,No,In-Game Promo,Yes
P2397,24.0,Brazil,Delhi,PUBG,Survival,Solo,Mobile,Gaming PC,Steam,2021,2019-03-10,2020-10-08,14:01:00,14:47:00,46,20.34,2,40.68,Free,Solo,0,No,In-Game Promo,Yes
P2398,38.0,Canada,Bangalore,Apex Legends,Sports,Battle Royale,Mobile,Ps5,Company Website,2023,2020-09-03,2021-09-09,13:14:00,14:17:00,63,81.61,2,163.22,Premium,,1,No,Influencer,Yes
P2399,23.0,India,Bangalore,Apex Legends,Strategy,Battle Royale,PC,Xbox Series X,App Store,2020,2023-04-26,2025-02-20,21:08:00,22:29:00,81,140.35,5,701.75,Free,Solo,0,No,YouTube,Yes
P2400,,Canada,Pune,Apex Legends,Strategy,Zombies,Mobile,iPhone 14,App Store,2024,2023-02-14,2024-04-06,23:16:00,23:43:00,27,144.07,5,720.35,VIP,Solo,0,No,YouTube,Yes
P2401,29.0,UK,Hyderabad,FIFA 24,Sports,Zombies,Console,Gaming PC,Company Website,2024,2022-12-20,2025-06-01,14:42:00,16:05:00,83,101.34,3,304.02,Premium,Solo,1,No,YouTube,No
P2402,40.0,Canada,Hyderabad,Apex Legends,Survival,Battle Royale,Console,Gaming PC,App Store,2023,2021-09-11,2022-07-23,08:55:00,11:07:00,132,94.55 USD,5,472.75,Free,,3,Yes,YouTube,Yes
P2403,28.0,USA,Kolkata,Apex Legends,Adventure,Ranked,PC,Switch,App Store,2022,2021-09-25,2024-02-23,18:55:00,21:27:00,152,6.33,1,6.33,Premium,,0,No,Ads,Yes
P2404,36.0,,Bangalore,PUBG,Battle Royale,Ranked,Console,Gaming PC,Company Website,2020,2019-02-03,2019-08-31,22:12:00,23:38:00,86,34.44,5,172.2,Premium,Ranked,0,No,Influencer,Yes
P2405,41.0,USA,Kolkata,Apex Legends,Battle Royale,Ranked,Console,iPhone 14,App Store,2018,2021-09-16,2024-11-10,08:04:00,10:06:00,122,27.54,5,137.7,VIP,Solo,0,No,Referral,Yes
P2406,13.0,UK,Pune,Call of Duty,Strategy,Battle Royale,Mobile,PlayStation 5,App Store,2021,2022-11-07,2023-06-27,10:08:00,12:21:00,133,nan USD,2,238.66,Premium,Team,1,No,YouTube,Yes
P2407,,India,Kolkata,Minecraft,,Zombies,PC,Xbox Series X,App Store,2018,2022-01-30,2023-01-06,20:22:00,21:24:00,62,176.98,3,530.94,Free,Team,2,No,Influencer,Yes
P2408,24.0,Canada,Pune,Call of Duty,Strategy,Zombies,Mobile,iPhone 14,Company Website,2021,2021-02-27,2024-04-06,19:22:00,20:51:00,89,68.44,1,68.44,Free,Team,4,Yes,In-Game Promo,Yes
P2409,18.0,Brazil,Hyderabad,FIFA 24,,Zombies,Console,Switch,App Store,2023,2023-01-04,2023-11-20,15:44:00,17:55:00,131,139.71 USD,4,558.84,Free,Solo,1,No,Ads,Yes
P2410,39.0,Germany,Hyderabad,Fortnite,Survival,Solo,Console,Ps5,PlayStation Store,2019,2022-07-24,2025-03-24,19:27:00,20:24:00,57,152.21,3,456.63,VIP,Solo,2,No,Ads,Yes
P2411,45.0,UK,Chennai,Call of Duty,Adventure,Team Deathmatch,Console,Xbox Series X,Steam,2018,2023-10-03,2025-05-09,15:05:00,17:54:00,169,166.45,2,332.9,Free,Solo,3,Yes,In-Game Promo,No
P2412,34.0,India,Delhi,Minecraft,Survival,Zombies,Console,iPhone 14,Steam,2023,2020-08-08,2025-03-16,12:58:00,15:00:00,122,88.14,1,88.14,VIP,Solo,0,No,Referral,Yes
P2413,15.0,UK,Chennai,FIFA 24,FPS,Solo,Mobile,Xbox Series X,Steam,2020,2023-02-21,2024-11-04,15:25:00,16:56:00,91,73.25,2,146.5,Premium,,0,No,Referral,Yes
P2414,29.0,USA,Delhi,FIFA 24,Sports,Team Deathmatch,Console,Gaming PC,PlayStation Store,2019,2020-03-27,2024-04-06,18:18:00,21:04:00,166,4.86,3,14.58,Premium,,3,Yes,In-Game Promo,Yes
P2415,25.0,Canada,Pune,Fortnite,Survival,Ranked,Console,,Steam,2018,2020-10-04,2024-06-25,23:30:00,00:15:00,-1395,135.64,1,135.64,Free,Team,0,No,In-Game Promo,Yes
P2416,20.0,Canada,Delhi,PUBG,Battle Royale,Team Deathmatch,Console,ps5,Company Website,2021,2020-10-24,2023-09-01,11:53:00,13:57:00,124,,5,141.25,Free,,2,No,Influencer,Yes
P2417,27.0,Brazil,Hyderabad,Fortnite,FPS,Ranked,Mobile,,Company Website,2019,2022-08-12,2025-02-03,14:43:00,16:55:00,132,87.03,4,348.12,Free,Solo,0,No,In-Game Promo,Yes
P2418,45.0,,Delhi,Apex Legends,FPS,Team Deathmatch,Mobile,iPhone 14,App Store,2019,2023-03-09,2023-09-26,09:16:00,10:41:00,85,63.56,1,63.56,Premium,Solo,0,No,Influencer,Yes
P2419,28.0,Brazil,Delhi,PUBG,,Zombies,PC,Switch,App Store,2023,2019-08-15,2021-07-11,18:32:00,20:29:00,117,90.52,4,362.08,Free,Ranked,2,No,YouTube,Yes
P2420,13.0,Brazil,Kolkata,Fortnite,Sports,Team Deathmatch,Mobile,Switch,Company Website,2023,2022-05-03,2022-09-20,12:15:00,14:18:00,123,108.34,1,108.34,Free,Solo,2,No,Referral,Yes
P2421,41.0,,Bangalore,Call of Duty,Sports,Zombies,PC,Xbox,App Store,2024,2019-09-04,2020-10-19,17:10:00,18:03:00,53,0.58,2,1.16,Premium,Ranked,0,No,Referral,Yes
