Player_ID,Age,Country,Studio_Region,Game_Title,Genre,Game_Mode,Platform,Device_Type,Sales_Channel,Game_Release_Year,Join_Date,Last_Login,Session_Start_Time,Session_End_Time,Daily_Playtime (mins),In_Game_Purchases ($),Membership_Tier,Favorite_Mode,Support_Tickets_Raised,Refund_Requested,Marketing_Source,Churned,Session_Start_Hour,Session_Interval
P1906,38,USA,Hyderabad,FIFA 24,Adventure,Team Deathmatch,Console,PS5,App Store,2024,2024-01-17,2025-04-13,16:19:00,17:16:00,57.0,27.64,Premium,Ranked,3,Yes,YouTube,Yes,16,16-17
P1907,26,Canada,Chennai,Apex Legends,Sports,Solo,Mobile,Android Tablet,App Store,2020,2024-08-18,2024-10-22,17:39:00,18:24:00,45.0,193.53,VIP,Solo,0,No,Ads,Yes,17,17-18
P1908,15,Canada,Hyderabad,FIFA 24,Sports,Battle Royale,Mobile,Switch,PlayStation Store,2019,2021-08-26,2022-05-21,11:51:00,13:29:00,98.0,173.7,Free,Team,0,No,Ads,Yes,11,11-12
P1909,26,Canada,Kolkata,Apex Legends,Adventure,Battle Royale,Mobile,PS5,App Store,2022,2022-03-10,2025-02-06,20:24:00,23:09:00,165.0,123.99,Free,Ranked,4,Yes,Referral,Yes,20,20-21
P1910,40,Germany,Kolkata,Apex Legends,Strategy,Solo,Mobile,Gaming PC,PlayStation Store,2018,2020-06-15,2022-07-05,13:58:00,15:47:00,109.0,57.58,Premium,Solo,2,No,Ads,Yes,13,13-14
P1911,21,USA,Bangalore,Fortnite,Battle Royale,Ranked,PC,Switch,Steam,2022,2020-01-15,2020-05-14,20:47:00,21:04:00,17.0,177.1,Free,Solo,0,No,Referral,Yes,20,20-21
P1912,42,UK,Bangalore,PUBG,Battle Royale,Team Deathmatch,Console,Android Tablet,Steam,2025,2020-12-25,2025-05-24,13:57:00,15:41:00,104.0,96.02,Free,Team,1,No,YouTube,No,13,13-14
P1913,43,USA,Delhi,Fortnite,Adventure,Zombies,Console,Xbox Series X,Steam,2025,2023-04-16,2025-02-17,15:46:00,16:27:00,41.0,0.0,VIP,Ranked,0,No,Ads,Yes,15,15-16
P1914,43,USA,Bangalore,Apex Legends,Strategy,Battle Royale,PC,Xbox Series X,PlayStation Store,2020,2019-04-30,2022-12-24,13:11:00,14:05:00,54.0,115.33,VIP,Solo,2,No,Referral,Yes,13,13-14
P1915,37,Canada,Delhi,FIFA 24,Strategy,Ranked,PC,Switch,App Store,2021,2020-08-12,2021-12-09,13:20:00,15:08:00,108.0,140.49,Premium,Ranked,0,No,In-Game Promo,Yes,13,13-14
P1916,32,UK,Delhi,Call of Duty,Survival,Team Deathmatch,Mobile,Switch,Company Website,2021,2020-10-23,2025-05-05,20:18:00,21:36:00,78.0,188.38,Free,Team,1,No,Influencer,No,20,20-21
P1917,20,USA,Delhi,PUBG,Survival,Team Deathmatch,PC,Xbox Series X,PlayStation Store,2025,2019-10-14,2021-08-07,09:21:00,10:39:00,78.0,133.34,Free,Ranked,3,Yes,Ads,Yes,9,9-10
P1918,26,Germany,Kolkata,FIFA 24,Battle Royale,Ranked,Mobile,Android Tablet,PlayStation Store,2020,2020-09-03,2020-10-30,11:08:00,12:56:00,108.0,79.43,Premium,Ranked,0,No,Ads,Yes,11,11-12
P1919,29,Brazil,Delhi,PUBG,Strategy,Team Deathmatch,Mobile,Android Tablet,Company Website,2023,2021-05-12,2025-03-31,19:42:00,22:08:00,146.0,71.47,Premium,Team,3,Yes,Ads,Yes,19,19-20
P1920,25,India,Pune,FIFA 24,Battle Royale,Team Deathmatch,Mobile,PS5,App Store,2019,2024-02-29,2024-04-03,19:53:00,20:49:00,56.0,190.82,VIP,Solo,0,No,Referral,Yes,19,19-20
P1921,23,Canada,Chennai,Minecraft,Sports,Zombies,PC,iPhone 14,PlayStation Store,2025,2022-02-09,2024-12-22,14:03:00,16:54:00,171.0,164.65,Premium,Team,0,No,In-Game Promo,Yes,14,14-15
P1922,44,India,Chennai,Call of Duty,Battle Royale,Team Deathmatch,PC,iPhone 14,PlayStation Store,2020,2020-04-18,2021-06-16,13:07:00,15:19:00,132.0,0.0,Free,Ranked,2,No,Ads,Yes,13,13-14
P1923,20,India,Delhi,Apex Legends,FPS,Battle Royale,PC,PS5,Steam,2018,2024-01-03,2024-05-21,18:42:00,21:12:00,150.0,151.99,Free,Ranked,2,No,Referral,Yes,18,18-19
P1924,15,UK,Chennai,Fortnite,Survival,Team Deathmatch,Console,Xbox Series X,Steam,2020,2024-02-09,2025-01-07,17:49:00,20:17:00,148.0,20.73,Free,Solo,0,No,In-Game Promo,Yes,17,17-18
P1925,38,Canada,Chennai,Fortnite,Sports,Zombies,Mobile,Switch,App Store,2020,2020-09-06,2024-01-10,17:24:00,18:11:00,47.0,3.42,Free,Team,4,Yes,YouTube,Yes,17,17-18
P1926,37,India,Kolkata,Minecraft,Strategy,Zombies,PC,Switch,App Store,2020,2024-07-26,2024-08-03,11:14:00,13:25:00,131.0,23.73,Free,Team,1,No,In-Game Promo,Yes,11,11-12
P1927,36,India,Pune,Fortnite,Battle Royale,Zombies,Console,PS5,PlayStation Store,2018,2020-07-30,2023-04-12,09:27:00,10:13:00,46.0,72.36,Free,Ranked,0,No,Ads,Yes,9,9-10
P1928,23,Brazil,Chennai,Call of Duty,Battle Royale,Zombies,Console,Gaming PC,Steam,2024,2021-07-23,2022-04-15,12:55:00,14:22:00,87.0,106.21,Free,Team,4,Yes,Referral,Yes,12,12-13
P1929,13,USA,Kolkata,Minecraft,Battle Royale,Zombies,PC,PS5,Steam,2018,2023-01-27,2024-03-17,23:36:00,02:34:00,178.0,90.29,VIP,Team,1,No,YouTube,Yes,23,23-24
P1930,41,Brazil,Kolkata,FIFA 24,Sports,Solo,Console,Xbox Series X,PlayStation Store,2022,2024-05-18,2024-07-11,12:53:00,14:12:00,79.0,92.35,Free,Ranked,0,No,Ads,Yes,12,12-13
P1931,45,Brazil,Bangalore,Fortnite,FPS,Team Deathmatch,Mobile,Xbox Series X,Steam,2025,2023-06-21,2024-03-29,10:31:00,11:27:00,56.0,84.76,Premium,Ranked,0,No,YouTube,Yes,10,10-11
P1932,41,India,Hyderabad,PUBG,FPS,Zombies,Console,Switch,Steam,2025,2019-12-12,2021-01-15,09:26:00,11:36:00,130.0,20.33,Free,Solo,0,No,Ads,Yes,9,9-10
P1933,31,India,Chennai,FIFA 24,Survival,Solo,PC,Gaming PC,PlayStation Store,2019,2021-03-16,2021-05-05,08:36:00,10:42:00,126.0,36.35,VIP,Ranked,0,No,Influencer,Yes,8,8-9
P1934,40,Brazil,Pune,Apex Legends,FPS,Battle Royale,PC,Gaming PC,Steam,2023,2021-03-25,2024-12-28,14:38:00,16:36:00,118.0,31.32,VIP,Team,3,Yes,Influencer,Yes,14,14-15
P1935,22,Brazil,Pune,PUBG,FPS,Ranked,PC,Xbox Series X,Company Website,2018,2019-05-12,2020-01-02,16:25:00,18:26:00,121.0,85.11,VIP,Ranked,1,No,Ads,Yes,16,16-17
P1936,20,India,Delhi,PUBG,Survival,Team Deathmatch,PC,iPhone 14,Steam,2018,2021-12-11,2025-03-24,15:34:00,18:10:00,156.0,0.0,Premium,Ranked,1,No,YouTube,Yes,15,15-16
P1937,13,UK,Hyderabad,Minecraft,Strategy,Zombies,Console,Xbox Series X,Steam,2022,2024-08-17,2024-09-05,17:41:00,20:29:00,168.0,164.34,Premium,Ranked,4,Yes,Referral,Yes,17,17-18
P1938,17,USA,Delhi,PUBG,Survival,Zombies,Console,Gaming PC,App Store,2019,2023-08-10,2024-09-04,11:09:00,12:19:00,70.0,96.99,Free,Ranked,0,No,Referral,Yes,11,11-12
P1939,24,UK,Delhi,Fortnite,Battle Royale,Ranked,Mobile,Android Tablet,App Store,2019,2024-01-02,2024-01-17,10:45:00,12:07:00,82.0,33.03,Premium,Ranked,0,No,Referral,Yes,10,10-11
P1940,42,India,Chennai,Apex Legends,Battle Royale,Battle Royale,PC,PS5,Company Website,2018,2020-10-10,2024-06-24,08:40:00,11:35:00,175.0,51.9,VIP,Solo,0,No,In-Game Promo,Yes,8,8-9
P1941,45,Brazil,Chennai,PUBG,Survival,Battle Royale,PC,PS5,Company Website,2018,2024-08-24,2025-06-20,17:59:00,20:24:00,145.0,6.11,VIP,Team,3,Yes,YouTube,No,17,17-18
P1942,21,USA,Bangalore,Apex Legends,Sports,Ranked,Mobile,Switch,PlayStation Store,2025,2024-09-07,2025-03-17,22:59:00,23:16:00,17.0,107.82,Premium,Team,1,No,Influencer,Yes,22,22-23
P1943,43,UK,Delhi,Minecraft,FPS,Battle Royale,PC,Switch,Steam,2022,2023-07-10,2023-10-11,10:59:00,11:54:00,55.0,102.18,Premium,Team,0,No,Referral,Yes,10,10-11
P1944,40,Brazil,Chennai,Fortnite,Survival,Team Deathmatch,Mobile,Switch,Company Website,2018,2021-12-30,2022-03-28,19:14:00,19:59:00,45.0,51.73,Premium,Team,0,No,Influencer,Yes,19,19-20
P1945,15,Germany,Chennai,Minecraft,Battle Royale,Battle Royale,Console,iPhone 14,PlayStation Store,2023,2023-03-26,2024-03-22,11:49:00,14:01:00,132.0,0.0,Free,Ranked,0,No,In-Game Promo,Yes,11,11-12
P1946,39,Canada,Kolkata,FIFA 24,Battle Royale,Team Deathmatch,Console,Android Tablet,PlayStation Store,2022,2023-10-25,2023-11-20,16:28:00,18:53:00,145.0,62.48,Free,Ranked,1,No,Ads,Yes,16,16-17
P1947,37,USA,Hyderabad,FIFA 24,Adventure,Battle Royale,Mobile,Gaming PC,App Store,2020,2019-01-02,2024-08-21,15:17:00,17:48:00,151.0,80.03,Free,Solo,3,Yes,Referral,Yes,15,15-16
P1948,29,USA,Delhi,Fortnite,Adventure,Team Deathmatch,Mobile,Android Tablet,Steam,2024,2019-04-01,2019-12-16,10:19:00,10:52:00,33.0,42.89,Premium,Solo,0,No,In-Game Promo,Yes,10,10-11
P1949,23,USA,Kolkata,Apex Legends,FPS,Battle Royale,PC,Gaming PC,Company Website,2018,2022-10-31,2023-05-10,15:02:00,16:22:00,80.0,64.24,Free,Team,2,No,Ads,Yes,15,15-16
P1950,23,UK,Pune,FIFA 24,Survival,Battle Royale,Console,PS5,Steam,2024,2022-07-26,2022-09-28,14:44:00,16:13:00,89.0,54.72,Free,Solo,0,No,Influencer,Yes,14,14-15
P1951,17,Brazil,Hyderabad,Minecraft,Sports,Ranked,Mobile,Android Tablet,Steam,2018,2023-06-30,2024-10-14,12:06:00,13:30:00,84.0,15.92,Free,Solo,2,No,YouTube,Yes,12,12-13
P1952,24,Germany,Kolkata,Apex Legends,Sports,Ranked,Console,Android Tablet,PlayStation Store,2024,2023-12-09,2024-10-23,20:36:00,22:10:00,94.0,137.74,Free,Ranked,0,No,YouTube,Yes,20,20-21
P1953,16,India,Bangalore,PUBG,Battle Royale,Ranked,Mobile,Xbox Series X,Steam,2025,2023-01-19,2023-09-28,20:56:00,21:22:00,26.0,70.25,Free,Ranked,1,No,Ads,Yes,20,20-21
P1954,27,Brazil,Chennai,PUBG,Survival,Battle Royale,Console,iPhone 14,PlayStation Store,2024,2020-05-30,2020-12-20,16:20:00,18:10:00,110.0,119.9,Free,Solo,0,No,In-Game Promo,Yes,16,16-17
P1955,32,USA,Pune,PUBG,Survival,Solo,PC,Ps5,App Store,2024,2023-03-17,2025-02-12,16:50:00,19:27:00,157.0,122.68,Free,Solo,0,No,Influencer,Yes,16,16-17
P1956,29,USA,Bangalore,FIFA 24,Sports,Team Deathmatch,Console,Gaming PC,Company Website,2023,2019-04-30,2024-05-18,17:49:00,19:25:00,96.0,192.95,Premium,Ranked,0,No,Referral,Yes,17,17-18
P1957,28,UK,Pune,Apex Legends,Survival,Battle Royale,Mobile,Xbox Series X,Company Website,2023,2022-03-30,2022-07-18,11:25:00,14:21:00,176.0,66.8,Free,Solo,0,No,Influencer,Yes,11,11-12
P1958,23,USA,Bangalore,Fortnite,Battle Royale,Solo,PC,Gaming PC,Company Website,2025,2024-04-25,2024-10-01,20:08:00,21:43:00,95.0,122.65,Free,Solo,0,No,Ads,Yes,20,20-21
P1959,18,UK,Chennai,FIFA 24,Adventure,Ranked,Mobile,Gaming PC,Steam,2018,2019-03-03,2020-05-19,23:37:00,02:04:00,147.0,196.4,Premium,Solo,0,No,Ads,Yes,23,23-24
P1960,26,Brazil,Chennai,FIFA 24,Survival,Zombies,Console,Gaming PC,PlayStation Store,2024,2021-12-13,2022-11-14,21:04:00,21:56:00,52.0,146.09,Free,Ranked,0,No,Influencer,Yes,21,21-22
P1961,34,USA,Delhi,FIFA 24,Strategy,Ranked,Mobile,Gaming PC,Steam,2025,2022-12-06,2025-03-23,13:23:00,14:45:00,82.0,189.6,Free,Solo,1,No,Referral,Yes,13,13-14
P1962,45,UK,Pune,FIFA 24,Sports,Zombies,PC,Switch,Company Website,2022,2022-06-05,2024-06-26,17:41:00,19:55:00,134.0,0.0,VIP,Solo,0,No,Referral,Yes,17,17-18
P1963,22,Canada,Delhi,FIFA 24,Sports,Ranked,Mobile,Switch,Company Website,2019,2024-01-21,2025-04-13,20:48:00,21:55:00,67.0,48.58,Premium,Ranked,2,No,Influencer,Yes,20,20-21
P1964,25,India,Hyderabad,PUBG,Adventure,Team Deathmatch,Mobile,Xbox Series X,Steam,2025,2022-12-19,2024-12-19,08:41:00,11:14:00,153.0,12.16,Premium,Team,4,Yes,Ads,Yes,8,8-9
P1965,29,UK,Kolkata,Minecraft,Battle Royale,Zombies,Console,Android Tablet,PlayStation Store,2023,2024-08-22,2024-11-04,16:39:00,17:52:00,73.0,66.2,VIP,Solo,0,No,Ads,Yes,16,16-17
P1966,45,India,Kolkata,Apex Legends,Survival,Team Deathmatch,Mobile,iPhone 14,Steam,2024,2022-11-15,2023-05-10,16:16:00,17:36:00,80.0,183.36,Free,Team,0,No,In-Game Promo,Yes,16,16-17
P1967,26,Brazil,Pune,Minecraft,FPS,Team Deathmatch,Mobile,Android Tablet,PlayStation Store,2025,2020-03-14,2020-04-14,18:15:00,21:14:00,179.0,0.0,Premium,Team,1,No,YouTube,Yes,18,18-19
P1968,37,Brazil,Chennai,PUBG,Survival,Ranked,Mobile,Android Tablet,PlayStation Store,2018,2022-06-07,2024-03-12,23:37:00,00:26:00,49.0,167.5,Free,Team,1,No,YouTube,Yes,23,23-24
P1969,37,USA,Bangalore,Call of Duty,Strategy,Ranked,Mobile,Switch,Company Website,2022,2020-12-17,2022-06-18,12:57:00,14:04:00,67.0,166.33,Premium,Solo,1,No,Referral,Yes,12,12-13
P1970,19,USA,Bangalore,Minecraft,Strategy,Ranked,Console,PS5,Company Website,2020,2021-05-10,2022-04-28,09:45:00,12:27:00,162.0,111.41,Free,Solo,0,No,Ads,Yes,9,9-10
P1971,13,USA,Hyderabad,Fortnite,FPS,Zombies,PC,Switch,Company Website,2025,2023-11-13,2024-12-05,11:02:00,11:24:00,22.0,101.58,Premium,Ranked,3,Yes,Influencer,Yes,11,11-12
P1972,37,India,Bangalore,PUBG,FPS,Solo,PC,iPhone 14,Company Website,2019,2022-03-28,2022-08-01,15:57:00,18:33:00,156.0,57.87,Premium,Ranked,3,Yes,In-Game Promo,Yes,15,15-16
P1973,45,India,Delhi,FIFA 24,Survival,Ranked,Mobile,Xbox Series X,PlayStation Store,2023,2022-06-21,2024-10-04,18:53:00,19:33:00,40.0,0.0,Premium,Solo,0,No,Influencer,Yes,18,18-19
P1974,24,India,Pune,FIFA 24,Sports,Ranked,Console,Gaming PC,Steam,2023,2019-03-22,2019-09-26,21:27:00,23:21:00,114.0,0.0,Free,Ranked,0,No,YouTube,Yes,21,21-22
P1975,32,India,Kolkata,Call of Duty,Strategy,Battle Royale,Console,PS5,Company Website,2023,2020-02-16,2022-05-12,16:49:00,19:42:00,173.0,93.89,Premium,Team,2,No,Referral,Yes,16,16-17
P1976,40,Germany,Chennai,Fortnite,Strategy,Ranked,PC,Gaming PC,Company Website,2020,2023-05-10,2025-01-20,22:50:00,23:08:00,18.0,105.59,Free,Ranked,1,No,In-Game Promo,Yes,22,22-23
P1977,34,Germany,Chennai,Minecraft,Strategy,Team Deathmatch,Mobile,PS5,App Store,2018,2023-02-28,2025-05-30,21:11:00,22:58:00,107.0,0.0,Premium,Team,0,No,In-Game Promo,No,21,21-22
P1978,28,USA,Bangalore,Call of Duty,Battle Royale,Team Deathmatch,Mobile,iPhone 14,Company Website,2020,2023-04-07,2023-04-22,17:05:00,19:41:00,156.0,170.96,Free,Solo,3,Yes,Influencer,Yes,17,17-18
P1979,36,UK,Chennai,FIFA 24,FPS,Team Deathmatch,Console,iPhone 14,App Store,2019,2020-07-19,2023-04-14,17:24:00,20:13:00,169.0,36.98,Free,Ranked,2,No,In-Game Promo,Yes,17,17-18
P1980,22,UK,Bangalore,PUBG,Strategy,Ranked,Console,Xbox Series X,Company Website,2022,2020-12-26,2021-11-24,12:38:00,14:55:00,137.0,66.85,Free,Solo,2,No,YouTube,Yes,12,12-13
P1981,36,UK,Hyderabad,Call of Duty,Adventure,Solo,Mobile,iPhone 14,App Store,2025,2019-07-05,2023-01-31,21:49:00,00:13:00,144.0,25.28,Free,Team,0,No,Ads,Yes,21,21-22
P1982,14,Canada,Bangalore,Call of Duty,Strategy,Team Deathmatch,PC,Switch,App Store,2024,2022-01-31,2022-05-19,22:10:00,23:19:00,69.0,0.0,Premium,Team,4,Yes,In-Game Promo,Yes,22,22-23
P1983,23,Brazil,Chennai,FIFA 24,Strategy,Solo,PC,PS5,Steam,2025,2024-10-31,2025-04-15,13:10:00,14:32:00,82.0,143.42,Free,Team,0,No,In-Game Promo,Yes,13,13-14
P1984,36,India,Delhi,Call of Duty,FPS,Solo,Mobile,Switch,Steam,2019,2020-04-20,2023-07-10,19:00:00,21:51:00,171.0,35.6,VIP,Solo,4,Yes,Ads,Yes,19,19-20
P1985,33,USA,Delhi,Call of Duty,Strategy,Zombies,Mobile,iPhone 14,PlayStation Store,2025,2019-08-07,2021-02-14,14:02:00,14:25:00,23.0,92.48,Premium,Ranked,0,No,Influencer,Yes,14,14-15
P1986,29,Canada,Kolkata,Call of Duty,Adventure,Ranked,Console,Android Tablet,App Store,2022,2021-07-18,2025-03-01,12:51:00,15:31:00,160.0,104.38,Premium,Ranked,0,No,Influencer,Yes,12,12-13
P1987,35,USA,Chennai,FIFA 24,Sports,Team Deathmatch,PC,Gaming PC,Steam,2020,2024-04-26,2024-08-07,17:51:00,20:23:00,152.0,16.53,Free,Team,0,No,YouTube,Yes,17,17-18
P1988,38,USA,Kolkata,Fortnite,FPS,Team Deathmatch,Console,Xbox Series X,App Store,2025,2021-11-14,2024-10-22,15:21:00,16:14:00,53.0,84.14,Free,Team,4,Yes,Influencer,Yes,15,15-16
P1989,15,Canada,Delhi,Apex Legends,Battle Royale,Ranked,Mobile,Xbox Series X,App Store,2022,2024-08-23,2024-11-30,17:11:00,18:47:00,96.0,160.04,VIP,Ranked,4,Yes,YouTube,Yes,17,17-18
P1990,38,USA,Chennai,Call of Duty,Sports,Solo,PC,Gaming PC,Company Website,2022,2019-07-25,2023-12-22,19:28:00,22:21:00,173.0,0.0,Free,Team,0,No,In-Game Promo,Yes,19,19-20
P1991,24,Canada,Bangalore,PUBG,FPS,Ranked,Console,iPhone 14,Steam,2018,2024-07-13,2025-05-31,17:46:00,18:08:00,22.0,133.22,Free,Solo,0,No,Ads,No,17,17-18
P1992,19,Germany,Chennai,Apex Legends,FPS,Ranked,Mobile,PS5,PlayStation Store,2023,2022-04-23,2024-10-20,20:03:00,21:03:00,60.0,33.64,Free,Ranked,0,No,Referral,Yes,20,20-21
P1993,33,UK,Kolkata,Call of Duty,Strategy,Battle Royale,PC,Ps5,PlayStation Store,2020,2023-11-28,2024-10-14,19:55:00,20:25:00,30.0,2.12,Premium,Ranked,3,Yes,Ads,Yes,19,19-20
P1994,33,India,Pune,Fortnite,Strategy,Battle Royale,Console,Switch,App Store,2025,2022-10-23,2022-11-24,22:18:00,22:44:00,26.0,191.17,Free,Team,2,No,Referral,Yes,22,22-23
P1995,42,Brazil,Chennai,Call of Duty,Sports,Ranked,Mobile,iPhone 14,Steam,2021,2019-09-27,2020-04-11,08:25:00,09:53:00,88.0,191.48,Free,Team,2,No,Ads,Yes,8,8-9
P1996,33,Canada,Chennai,Call of Duty,FPS,Solo,Console,Xbox Series X,Steam,2021,2023-10-21,2023-12-06,17:04:00,17:37:00,33.0,108.55,VIP,Solo,4,Yes,YouTube,Yes,17,17-18
P1997,24,Brazil,Pune,FIFA 24,Battle Royale,Solo,Mobile,Android Tablet,App Store,2020,2019-07-07,2023-07-26,20:04:00,20:27:00,23.0,11.86,Premium,Ranked,0,No,Ads,Yes,20,20-21
P1998,38,Brazil,Delhi,PUBG,FPS,Zombies,Mobile,Gaming PC,Company Website,2025,2021-12-12,2022-03-12,15:30:00,17:53:00,143.0,0.0,Premium,Solo,1,No,In-Game Promo,Yes,15,15-16
P1999,31,UK,Chennai,Minecraft,Sports,Battle Royale,PC,PS5,Company Website,2025,2024-02-21,2024-09-01,13:21:00,14:59:00,98.0,0.0,Premium,Solo,0,No,Referral,Yes,13,13-14
P2000,37,UK,Pune,Fortnite,Survival,Battle Royale,Console,Ps5,Company Website,2022,2021-01-22,2024-04-28,09:40:00,10:42:00,62.0,132.3,Premium,Solo,0,No,Referral,Yes,9,9-10
P2001,32,UK,Bangalore,Call of Duty,FPS,Zombies,Mobile,PS5,Company Website,2018,2022-12-29,2023-09-05,08:40:00,11:13:00,153.0,0.0,Premium,Solo,0,No,Ads,Yes,8,8-9
P2002,18,UK,Delhi,Apex Legends,Battle Royale,Battle Royale,Mobile,PS5,App Store,2023,2024-02-13,2024-08-02,22:20:00,00:59:00,159.0,172.14,Free,Ranked,1,No,Influencer,Yes,22,22-23
P2003,32,UK,Delhi,Call of Duty,Battle Royale,Battle Royale,Console,Switch,PlayStation Store,2018,2020-08-02,2023-02-25,19:22:00,21:50:00,148.0,37.31,Free,Team,3,Yes,In-Game Promo,Yes,19,19-20
P2004,21,India,Delhi,Call of Duty,FPS,Solo,PC,Xbox Series X,Steam,2020,2021-02-13,2023-07-16,13:06:00,16:06:00,180.0,159.05,Free,Team,2,No,In-Game Promo,Yes,13,13-14
P2005,44,Canada,Bangalore,Minecraft,Sports,Ranked,PC,Gaming PC,Steam,2019,2024-08-22,2025-04-02,14:34:00,16:24:00,110.0,0.0,Free,Ranked,3,Yes,In-Game Promo,Yes,14,14-15
P2006,42,Canada,Delhi,Fortnite,Strategy,Zombies,Console,Android Tablet,Steam,2018,2022-10-23,2025-05-19,15:30:00,18:01:00,151.0,153.12,VIP,Solo,1,No,Influencer,No,15,15-16
P2007,22,Brazil,Chennai,Apex Legends,Battle Royale,Ranked,Console,iPhone 14,App Store,2018,2020-01-29,2022-12-16,12:10:00,14:27:00,137.0,32.5,Free,Solo,1,No,In-Game Promo,Yes,12,12-13
P2008,21,Canada,Hyderabad,Fortnite,Strategy,Battle Royale,PC,iPhone 14,Steam,2022,2022-02-15,2024-11-08,16:41:00,17:50:00,69.0,146.23,Premium,Solo,0,No,YouTube,Yes,16,16-17
P2009,25,Canada,Bangalore,Minecraft,Strategy,Zombies,PC,PS5,PlayStation Store,2018,2022-02-08,2022-12-10,15:54:00,16:42:00,48.0,26.12,Free,Solo,1,No,Ads,Yes,15,15-16
P2010,28,Canada,Kolkata,Fortnite,FPS,Battle Royale,Mobile,PS5,Company Website,2023,2019-07-12,2024-02-03,16:25:00,17:30:00,65.0,0.0,Free,Ranked,0,No,Influencer,Yes,16,16-17
P2011,42,Germany,Pune,Apex Legends,Adventure,Zombies,Mobile,Android Tablet,PlayStation Store,2020,2019-10-18,2020-01-19,13:38:00,14:15:00,37.0,83.14,Free,Team,3,Yes,Ads,Yes,13,13-14
P2012,23,Brazil,Kolkata,PUBG,Battle Royale,Zombies,PC,iPhone 14,PlayStation Store,2022,2019-10-01,2024-02-02,20:10:00,21:03:00,53.0,113.5,VIP,Team,0,No,In-Game Promo,Yes,20,20-21
P2013,16,UK,Delhi,PUBG,Battle Royale,Team Deathmatch,Console,Gaming PC,Steam,2024,2021-08-15,2023-10-30,12:05:00,14:46:00,161.0,0.0,Free,Solo,0,No,YouTube,Yes,12,12-13
P2014,29,UK,Kolkata,Call of Duty,Battle Royale,Team Deathmatch,Console,Xbox Series X,App Store,2021,2021-07-09,2024-09-13,21:22:00,21:39:00,17.0,60.46,Free,Team,0,No,Referral,Yes,21,21-22
P2015,37,USA,Delhi,Call of Duty,FPS,Solo,PC,iPhone 14,PlayStation Store,2024,2020-07-16,2025-03-09,18:41:00,21:18:00,157.0,0.0,Premium,Team,1,No,In-Game Promo,Yes,18,18-19
P2016,15,Brazil,Kolkata,Apex Legends,Adventure,Ranked,PC,Switch,Company Website,2020,2021-09-10,2023-06-09,10:42:00,13:30:00,168.0,114.18,Free,Solo,1,No,Referral,Yes,10,10-11
P2017,21,Canada,Pune,Apex Legends,Battle Royale,Solo,Mobile,PS5,App Store,2021,2021-07-10,2022-11-24,16:12:00,16:35:00,23.0,161.78,Free,Ranked,2,No,In-Game Promo,Yes,16,16-17
P2018,44,Germany,Bangalore,FIFA 24,Strategy,Solo,Console,PS5,Company Website,2022,2024-08-07,2025-01-23,22:25:00,01:10:00,165.0,142.42,Premium,Ranked,0,No,Referral,Yes,22,22-23
P2019,36,USA,Delhi,FIFA 24,Adventure,Team Deathmatch,Console,Gaming PC,Company Website,2024,2019-09-18,2024-07-17,14:57:00,16:23:00,86.0,0.0,Free,Team,0,No,Ads,Yes,14,14-15
P2020,34,Brazil,Pune,PUBG,Adventure,Solo,PC,Gaming PC,PlayStation Store,2023,2023-03-01,2024-10-10,20:25:00,21:57:00,92.0,168.85,Free,Solo,0,No,YouTube,Yes,20,20-21
P2021,21,USA,Pune,Minecraft,Adventure,Zombies,Console,Xbox Series X,Company Website,2019,2022-03-17,2022-07-02,16:41:00,19:15:00,154.0,0.0,Premium,Solo,3,Yes,Ads,Yes,16,16-17
P2022,21,UK,Pune,Fortnite,Strategy,Zombies,Console,Android Tablet,Company Website,2021,2024-02-19,2024-06-13,11:58:00,12:17:00,19.0,6.0,Free,Ranked,2,No,Referral,Yes,11,11-12
P2023,22,India,Bangalore,FIFA 24,Strategy,Ranked,Console,PS5,App Store,2023,2020-10-02,2021-12-04,19:52:00,21:18:00,86.0,147.82,Free,Ranked,2,No,YouTube,Yes,19,19-20
P2024,31,Canada,Kolkata,Minecraft,Survival,Zombies,PC,Gaming PC,PlayStation Store,2020,2019-04-14,2025-03-19,21:50:00,23:32:00,102.0,175.06,Free,Ranked,0,No,Referral,Yes,21,21-22
P2025,40,Germany,Kolkata,FIFA 24,Survival,Battle Royale,PC,Gaming PC,Steam,2019,2022-02-15,2022-06-21,09:59:00,12:55:00,176.0,140.05,Premium,Ranked,0,No,YouTube,Yes,9,9-10
P2026,33,Canada,Chennai,Minecraft,FPS,Zombies,PC,Xbox Series X,Company Website,2020,2020-06-08,2020-10-20,17:11:00,18:47:00,96.0,92.62,Free,Solo,1,No,Referral,Yes,17,17-18
P2027,28,USA,Delhi,PUBG,FPS,Zombies,Console,Xbox Series X,Steam,2021,2020-05-13,2021-06-22,20:39:00,22:22:00,103.0,70.21,Premium,Solo,0,No,Ads,Yes,20,20-21
P2028,24,Brazil,Kolkata,Minecraft,Survival,Battle Royale,Console,Xbox,App Store,2023,2021-05-23,2022-09-15,12:10:00,13:03:00,53.0,0.0,Free,Ranked,0,No,In-Game Promo,Yes,12,12-13
P2029,24,India,Pune,FIFA 24,Survival,Battle Royale,Console,Xbox Series X,PlayStation Store,2021,2023-09-30,2024-12-10,10:32:00,12:16:00,104.0,194.4,Free,Solo,1,No,Influencer,Yes,10,10-11
